N,amplitude,shift,seed,initial_cost,final_cost,time_seconds
10,0.003,0.33,0,30788,8067,0.4131416000891477
10,0.003,0.33,1,30788,7682,0.40093360003083944
10,0.003,0.33,2,30788,7676,0.41670820000581443
10,0.003,0.33,3,30788,7682,0.3527840001042932
10,0.003,0.33,4,30788,7906,0.37884389981627464
